GUID,Description,Guild,Owner,Visibility,UploadedAsEpoch,UploadedAsDateTime,DurationAsEpoch,DurationAsTime,"Ara-Kara, City of Echoes",Eco-Dome Al'dani,Halls of Atonement,Operation: Floodgate,Priory of the Sacred Flame,Tazavesh: So'leah's Gambit,Tazavesh: Streets of Wonder,The Dawnbreaker
yK8w472X6nLxTRYb,Mythic+ Season 3,Chaotic Aftermath,mrbadman,Public,1753910699,"July 30, 2025 11:24 PM",7929286,2 hours,0,1,0,0,0,0,1,1
mg6K3wrXM2W4Lnf8,Mythic+ Season 3,Personal Logs,Volebear,Public,1753908224,"July 30, 2025 10:43 PM",8780899,2 hours,0,1,1,0,0,0,0,0
3DpMwyL6Hb4gqxJ9,Mythic+ Season 3,Personal Logs,rappr,Public,1753906828,"July 30, 2025 10:20 PM",2381462,40 minutes,0,1,0,0,0,1,0,0
3qMhAPnmvFw2pyra,Mythic+ Season 3,Personal Logs,haywiire,Public,1753902378,"July 30, 2025 9:06 PM",7481367,2 hours,0,1,0,0,0,0,0,0
GMpmb1BHZgPcxqJj,Mythic+ Season 3,Personal Logs,haywiire,Public,1753901215,"July 30, 2025 8:46 PM",6265999,2 hours,0,1,0,0,0,0,0,0
Q4a9HfkMbcVvL8wz,Mythic+ Season 3,Personal Logs,haywiire,Public,1753896790,"July 30, 2025 7:33 PM",1888258,31 minutes,0,1,0,0,0,0,0,0
D9g3c2MxpdYN4WzQ,Mythic+ Season 3,Personal Logs,haywiire,Public,1753895830,"July 30, 2025 7:17 PM",828544,14 minutes,0,1,0,0,0,0,0,0
wm8PakjCY1A9h2tG,Mythic+ Season 3,Personal Logs,Hwoarang,Public,1753892098,"July 30, 2025 6:14 PM",1526129,25 minutes,0,1,0,0,0,0,0,0
rTNPLcQgwDHkdfvq,Mythic+ Season 3,Personal Logs,Hwoarang,Public,1753892067,"July 30, 2025 6:14 PM",1526129,25 minutes,0,1,0,0,0,0,0,0
WD49dZ2mwN6VGaYg,Mythic+ Season 3,Personal Logs,Hwoarang,Public,1753892033,"July 30, 2025 6:13 PM",1526129,25 minutes,0,1,0,0,0,0,0,0
prRJahHm7kFCWTVD,猎人能活出来吗,OriginalFire,yueyue2252gu,Public,1753891927,"July 30, 2025 6:12 PM",8244334,2 hours,0,1,1,0,0,0,0,1
RrThZa8wP4yMNqdC,Mythic+ Season 3,Personal Logs,Gio_KW,Public,1753886812,"July 30, 2025 4:46 PM",8031489,2 hours,0,1,1,0,0,0,1,0
DcMtGKxQafVhRAC1,Mythic+ Season 3,Personal Logs,Yechongyue,Public,1753856754,"July 30, 2025 8:25 AM",14183666,4 hours,0,1,1,0,0,0,1,0
3MAFRcYZVkxP2zQN,Mythic+ Season 3,Personal Logs,Tristin68,Public,1753852633,"July 30, 2025 7:17 AM",13178535,4 hours,0,1,1,0,0,1,0,0
hyMvrZxHJwWmk18d,Eco Dome 13 PTR Thane Execute Testing,Personal Logs,yoloswagginzbdf,Public,1753851410,"July 30, 2025 6:56 AM",4521336,an hour,0,1,0,0,0,0,0,0
vmXYtDF43xkbqMTV,Mythic+ Season 3,Personal Logs,JayZonday,Public,1753848281,"July 30, 2025 6:04 AM",8784257,2 hours,0,1,1,0,0,0,0,0
yKv31GLVzRd7Crcw,bad ptr keys part 3,Personal Logs,vaereth,Public,1753844917,"July 30, 2025 5:08 AM",2711892,an hour,0,1,0,0,0,1,0,0
b4YJ7BHzXAjtDwTL,ptr 29/07/2025,Personal Logs,Trinitehh,Public,1753830281,"July 30, 2025 1:04 AM",11284510,3 hours,0,1,1,0,0,0,0,0
QThVFRpazWw9DH62,eco dome 14,Personal Logs,swipe,Public,1753829336,"July 30, 2025 12:48 AM",1938115,32 minutes,0,1,0,0,0,0,0,0
Z8kNyMcD9Q6CVAhL,Mythic+ Season 3,Personal Logs,Goyal,Public,1753827933,"July 30, 2025 12:25 AM",5784583,2 hours,0,1,1,0,0,0,1,0
LV1jAFza2fgrRN3D,Mythic+ Season 3,Personal Logs,Gio_KW,Public,1753827834,"July 30, 2025 12:23 AM",8031489,2 hours,0,1,1,0,0,0,1,0
fRkAyJHjdphKq6Za,Mythic+ Season 3,Personal Logs,Gio_KW,Public,1753824996,"July 29, 2025 11:36 PM",5660616,2 hours,0,1,1,0,0,0,1,0
xkzrPJMF8tQR6TjY,14 Eco EW Ripweaving test,Personal Logs,Thorrack,Public,1753824443,"July 29, 2025 11:27 PM",1938728,32 minutes,0,1,0,0,0,0,0,0
dkywjvtcHG6RhN1D,m+ ptr,Personal Logs,TomElvis,Public,1753822932,"July 29, 2025 11:02 PM",14177612,4 hours,0,1,1,0,0,0,1,0
nc7QJ9bG3LHfVm6B,Mythic+ Season 3,Personal Logs,KodyNM,Public,1753809700,"July 29, 2025 7:21 PM",4283336,an hour,0,1,1,0,0,0,0,0
JwRAXNqz2436hx8B,Mythic+ Season 3,Personal Logs,healsforcash,Public,1753808539,"July 29, 2025 7:02 PM",11917807,3 hours,0,1,1,0,0,1,0,0
m1KZfvkL7Y84rABb,14圆顶CJQ,Personal Logs,美团搜担担面,Public,1753806237,"July 29, 2025 6:23 PM",7147068,2 hours,0,1,0,0,0,1,1,0
pLJBKrHhj8wbMz4x,PTR,Personal Logs,Stentyg,Public,1753800286,"July 29, 2025 4:44 PM",603058,10 minutes,0,1,0,0,0,0,0,0
4cTCp986rAyKhfVq,fq,Personal Logs,jbw8229,Public,1753787323,"July 29, 2025 1:08 PM",3980503,an hour,0,1,0,0,0,0,0,0
tBKA7WpkXhFRY14b,Mythic+ Season 3,Personal Logs,重剑,Public,1753778432,"July 29, 2025 10:40 AM",4748673,an hour,0,1,0,0,0,0,0,0
HaMFhvpndt6Lc38K,Mythic+ Season 3,Personal Logs,重剑,Public,1753777685,"July 29, 2025 10:28 AM",4177251,an hour,0,1,0,0,0,0,0,0
Kd3AHNtpyxWcrFT7,Mythic+ Season 3,Personal Logs,重剑,Public,1753776275,"July 29, 2025 10:04 AM",2623506,44 minutes,0,1,0,0,0,0,0,0
DBRbFNnQWzd2Gh4X,Mythic+ Season 3,Personal Logs,rising2top,Public,1753774061,"July 29, 2025 9:27 AM",9654711,3 hours,0,1,0,0,0,1,0,0
6QGFAfVkHgTpyLZD,Mythic+ Season 3,Personal Logs,Borrunir,Public,1753772292,"July 29, 2025 8:58 AM",9867314,3 hours,0,1,1,0,0,1,1,0
BbJ8XYpNaCFPRz9t,Mythic+ Season 3,Personal Logs,Yechongyue,Public,1753768575,"July 29, 2025 7:56 AM",14909082,4 hours,0,1,0,0,0,1,1,0
hxv4KBGWM9LRpTHz,Mythic+ Season 3,Personal Logs,브론즈사슴쟝,Public,1753766395,"July 29, 2025 7:19 AM",12356308,3 hours,0,1,1,0,0,0,0,0
kB4Grg8vAMdjqcNn,Mythic+ Season 3,Personal Logs,Stormkrait,Public,1753765513,"July 29, 2025 7:05 AM",1790391,30 minutes,0,1,0,0,0,0,0,0
DpfmybaG9k1hVdRZ,EW Rip testing,Personal Logs,Thorrack,Public,1753765475,"July 29, 2025 7:04 AM",1826824,30 minutes,0,1,0,0,0,0,0,0
kpvdJXBHgTYVybWa,PTR Keys 7/28,Personal Logs,IAmPeteROAR,Public,1753762083,"July 29, 2025 6:08 AM",11840076,3 hours,0,1,1,0,0,1,0,0
bJgKcmrZqAQTazhw,Mythic+ Season 3,Personal Logs,YoDaTV,Public,1753756714,"July 29, 2025 4:38 AM",36116382,10 hours,0,1,0,0,0,1,1,0
8xYFfgRdcDBMCXGL,Mythic+ Season 3,Personal Logs,Dillywow,Public,1753756199,"July 29, 2025 4:29 AM",5115702,an hour,0,1,0,0,0,0,0,0
tYpWqXBwj18QaAN2,ptr monday,Personal Logs,Zorjeff,Public,1753746739,"July 29, 2025 1:52 AM",37120725,10 hours,0,1,1,0,0,1,1,0
jD2XvLtw1aN4bPq6,Mythic+ Season 3,Personal Logs,JayZonday,Public,1753742712,"July 29, 2025 12:45 AM",23427588,7 hours,0,1,1,0,0,1,0,0
Yc6z1nb7rJm98kAV,bad ptr keys,Personal Logs,vaereth,Public,1753742693,"July 29, 2025 12:44 AM",13278177,4 hours,0,1,1,0,0,0,0,0
vdBQGDzM9a4X7mbP,Mythic+ Season 3,Personal Logs,Vazox,Public,1753741117,"July 29, 2025 12:18 AM",3783759,an hour,0,1,0,0,0,0,0,0
8cNrfGBYyM1LtVHP,Mythic+ Season 3,Personal Logs,Vazox,Public,1753741098,"July 29, 2025 12:18 AM",5231056,an hour,0,1,1,0,0,0,0,0
WyV7nhJjMYGt41Nf,ptr 28/08/2025,Personal Logs,Trinitehh,Public,1753740968,"July 29, 2025 12:16 AM",5915074,2 hours,0,1,1,0,0,0,0,0
xT9CJny4PBZ6FfLp,m+ ptr,Personal Logs,TomElvis,Public,1753737648,"July 28, 2025 11:20 PM",11509507,3 hours,0,1,0,0,0,0,1,0
aKrbBz7NkPqcQ63D,Mythic+ Season 3,Personal Logs,Bonjourbonjour,Public,1753734010,"July 28, 2025 10:20 PM",9375631,3 hours,0,1,1,0,0,1,0,0
mnAYvQq1pdK8tZak,Mythic+ Season 3,Personal Logs,Thealbatross,Public,1753733825,"July 28, 2025 10:17 PM",13589942,4 hours,0,1,1,0,0,0,1,0
bfdQc4nHNqwRmC7A,can hunters bind md fucking mongoloids,Personal Logs,sknitton,Public,1753733289,"July 28, 2025 10:08 PM",859875,14 minutes,0,1,0,0,0,0,0,0
7WGn1mY2HfMt8vj9,Mythic+ Season 3,Personal Logs,MioShimo,Public,1753733146,"July 28, 2025 10:05 PM",1378069,23 minutes,0,1,0,0,0,0,0,0
vx74wAJyQ6cp3Nrh,Mythic+ Season 3,Personal Logs,Hwoarang,Public,1753731303,"July 28, 2025 9:35 PM",212274,4 minutes,0,1,0,0,0,0,0,0
pKQk2g7jDwdARCZy,Mythic+ Season 3,Personal Logs,Hwoarang,Public,1753731244,"July 28, 2025 9:34 PM",212274,4 minutes,0,1,0,0,0,0,0,0
vGWmRZCMkaxP6bFL,Mythic+ Season 3,Personal Logs,Hwoarang,Public,1753728982,"July 28, 2025 8:56 PM",8725800,2 hours,0,1,1,0,0,0,0,0
Kw76Bf9RZaPDNVrH,Mythic+ Season 3,Personal Logs,Jacqueas73,Public,1753726688,"July 28, 2025 8:18 PM",45998213,13 hours,0,1,1,0,0,1,1,0
HT3Vv8pmLc6JdXq9,Mythic+ Season 3,Personal Logs,Hwoarang,Public,1753725924,"July 28, 2025 8:05 PM",5671615,2 hours,0,1,1,0,0,0,0,0
fhq1MgCy78PF3QJ2,mage cranked oda left,Personal Logs,sknitton,Public,1753721997,"July 28, 2025 6:59 PM",1252245,21 minutes,0,1,0,0,0,0,0,0
Fk8tRvdXcx4N1pzY,Mythic+ Season 3,Personal Logs,Thealbatross,Public,1753721034,"July 28, 2025 6:43 PM",1733276,29 minutes,0,1,0,0,0,0,0,0
ZPftnHJmqh9va2kX,Mythic+ Season 3,Personal Logs,Hwoarang,Public,1753719960,"July 28, 2025 6:26 PM",2524022,42 minutes,0,1,0,0,0,0,0,0
87QrAzxqnVMwKa1d,xiang he long,Personal Logs,美团搜担担面,Public,1753719927,"July 28, 2025 6:25 PM",9052597,3 hours,0,1,1,0,0,0,1,0
2ZGDYHThj4RgA6Cq,Mythic+ Season 3,Personal Logs,Dillywow,Public,1753717134,"July 28, 2025 5:38 PM",26778995,7 hours,0,1,1,0,0,1,0,0
7d9QymxfkJKAhCVn,DKT 15赎罪,Personal Logs,Windfire,Public,1753704950,"July 28, 2025 2:15 PM",6262881,2 hours,0,1,1,0,0,0,0,0
x1q7Qvr8cdwHXgDk,ptr 2,Personal Logs,vaereth,Public,1753702050,"July 28, 2025 1:27 PM",10017567,3 hours,0,1,1,0,0,1,0,0
cB4NjAkJmL2vC8wG,Mythic+ Season 3,Personal Logs,juticed,Public,1753694864,"July 28, 2025 11:27 AM",4813043,an hour,0,1,0,0,0,0,0,0
bt1Qfzc6gKH49rGd,ptr,Personal Logs,vaereth,Public,1753689276,"July 28, 2025 9:54 AM",6987352,2 hours,0,1,1,0,0,0,0,0
7CpcjtLba6AD1QPW,DKT 15圆顶,Personal Logs,Windfire,Public,1753686660,"July 28, 2025 9:11 AM",2375042,40 minutes,0,1,0,0,0,0,0,0
y6VNn7TbBC8FcrxQ,Mythic+ Season 3,Personal Logs,Kevybevy,Public,1753680018,"July 28, 2025 7:20 AM",7488396,2 hours,0,1,1,0,0,0,1,0
8FpcyG6n7grPHLJK,Mythic+ Season 3,Personal Logs,YoDaTV,Public,1753676411,"July 28, 2025 6:20 AM",38420433,11 hours,0,1,1,0,0,1,1,0
qkNQxPTBajw9Y21F,250728 Al’dani +16 MM,Personal Logs,Umbrellas,Public,1753675897,"July 28, 2025 6:11 AM",1632898,27 minutes,0,1,0,0,0,0,0,0
dfL8Gp4gYM3ahmkr,Mythic+ Season 3,Personal Logs,Voidmend,Public,1753674724,"July 28, 2025 5:52 AM",7658984,2 hours,0,1,1,0,0,0,0,0
XcMQt36TN97xDy8w,frost dk,Personal Logs,Minzy8,Public,1753673721,"July 28, 2025 5:35 AM",26179678,7 hours,0,1,0,0,0,0,0,0
3Qyq8DxrX2WjnN4Y,Mythic+ Season 3,Personal Logs,Arkanigth,Public,1753672332,"July 28, 2025 5:12 AM",12646233,4 hours,0,1,1,0,0,0,0,0
rBhaKHqVjdNpxfLv,Mythic+ Season 3,Personal Logs,Thealbatross,Public,1753672220,"July 28, 2025 5:10 AM",4360395,an hour,0,1,1,0,0,0,0,0
mBpYtCMH4QFNvGV9,Mythic+ Season 3,Personal Logs,Aumni,Public,1753671564,"July 28, 2025 4:59 AM",15791440,4 hours,0,1,0,0,0,0,1,0
9Vb8kHN2ChwQ67xP,Mythic+ Season 3,Personal Logs,Fracasso,Public,1753668897,"July 28, 2025 4:14 AM",3800062,an hour,0,1,0,0,0,0,0,0
Hm3Tb61FQhgtVA2G,Mythic+ Season 3,Personal Logs,tettles,Public,1753668500,"July 28, 2025 4:08 AM",8669162,2 hours,0,1,1,0,0,1,0,0
B6Ltd9GMbwWPXkq7,Mythic+ Season 3,Personal Logs,Dillywow,Public,1753666399,"July 28, 2025 3:33 AM",14783857,4 hours,0,1,1,0,0,0,0,0
2dCYLWJjGrNkxMpa,Mythic+ Season 3,Personal Logs,justlol,Public,1753665372,"July 28, 2025 3:16 AM",1692714,28 minutes,0,1,0,0,0,0,0,0
CQnNG47w1xZXVvWR,PTR KEYS,Personal Logs,Ultraaa,Public,1753665061,"July 28, 2025 3:11 AM",14337620,4 hours,0,1,1,0,0,0,1,0
R13LF6ydcx8CQvnr,Mythic+ Season 3,Personal Logs,Vazox,Public,1753665056,"July 28, 2025 3:10 AM",13133060,4 hours,0,1,1,0,0,1,0,0
yYVNb2B8WdKcqPhX,26 Jul 2025_ptr first look,Personal Logs,Grimfleur,Public,1753659533,"July 28, 2025 1:38 AM",5668116,2 hours,0,1,0,0,0,1,0,0
KgmfMQvxL1ynThjW,Mythic+ Season 3,Personal Logs,Thealbatross,Public,1753659509,"July 28, 2025 1:38 AM",2152972,36 minutes,0,1,0,0,0,0,0,0
rHM46QRpLC9y2gBw,Mythic+ Season 3,Personal Logs,tettles,Public,1753659132,"July 28, 2025 1:32 AM",2900728,an hour,0,1,0,0,0,0,0,0
TfDXp1ZWcajgN8wk,Mythic+ Season 3,Personal Logs,healsforcash,Public,1753652911,"July 27, 2025 11:48 PM",1937571,32 minutes,0,1,0,0,0,0,0,0
pKcQNWTx781ZRf4C,Mythic+ Season 3,Personal Logs,ViviLouF,Public,1753647998,"July 27, 2025 10:26 PM",26729099,7 hours,0,1,1,0,0,1,1,0
d69R1qVknp2JYba8,Mythic+ Season 3,Personal Logs,Wordpudding,Public,1753644250,"July 27, 2025 9:24 PM",5658501,2 hours,0,1,0,0,0,0,0,0
7mCka3rJyqjhLMYW,Mythic+ Season 3,Personal Logs,KodyNM,Public,1753642537,"July 27, 2025 8:55 PM",2913317,an hour,0,1,0,0,0,1,0,0
2q73LmpYaCnBX8Az,Mythic+ Season 3,Personal Logs,MioShimo,Public,1753641478,"July 27, 2025 8:37 PM",19967696,6 hours,0,1,1,0,0,1,0,0
qrkDvZWTp2LQY8wj,Mythic+ Season 3,Send it,PoohXanny,Public,1753640668,"July 27, 2025 8:24 PM",4260458,an hour,0,1,0,0,0,0,1,0
dNJ4vMWthGcj9Rqz,Mythic+ Season 3,Personal Logs,Jacqueas73,Public,1753639485,"July 27, 2025 8:04 PM",32304758,9 hours,0,1,1,0,0,1,0,0
G6YPcVy7MxX1JFR3,Mythic+ Season 3,Send it,PoohXanny,Public,1753637814,"July 27, 2025 7:36 PM",1202268,20 minutes,0,1,0,0,0,0,0,0
3aRZD8PVxWqCcdw9,熊 16圆顶（急速精通）,Personal Logs,Windfire,Public,1753637805,"July 27, 2025 7:36 PM",3392113,an hour,0,1,0,0,0,0,1,0
khrjVtCA2XxZnf6Q,Mythic+ Season 3,Personal Logs,jhord,Public,1753636361,"July 27, 2025 7:12 PM",3675713,an hour,0,1,0,0,0,0,0,0
khA6pmHrTa8GgWPv,ptr 27/07/2025,Personal Logs,Trinitehh,Public,1753635439,"July 27, 2025 6:57 PM",7217331,2 hours,0,1,1,0,0,0,0,0
3LM7nYKPC89GpQzD,Mythic+ Season 3,Personal Logs,jhord,Public,1753635410,"July 27, 2025 6:56 PM",2683044,an hour,0,1,0,0,0,0,0,0
1nVmC7XM4JZwPk3z,Mythic+ Season 3,Personal Logs,jhord,Public,1753634483,"July 27, 2025 6:41 PM",1751620,29 minutes,0,1,0,0,0,0,0,0
2wHV3d4MBCmRJaAc,Mythic+ Season 3,Personal Logs,MioShimo,Public,1753633174,"July 27, 2025 6:19 PM",11608428,3 hours,0,1,1,0,0,0,0,0
q1ZA6WVBhFXMaz43,熊 15圆顶（急速精通）,Personal Logs,Windfire,Public,1753629974,"July 27, 2025 5:26 PM",1903093,32 minutes,0,1,0,0,0,0,0,0
yJ9mpCfrxwaQFdM1,Mythic+ Season 3,Personal Logs,healsforcash,Public,1753627423,"July 27, 2025 4:43 PM",10432691,3 hours,0,1,1,0,0,1,0,0
nM7WVANHf4LrbGw1,27 Jul 2025_ptr pwar,Personal Logs,Grimfleur,Public,1753621234,"July 27, 2025 3:00 PM",3957597,an hour,0,1,0,0,0,0,1,0
QJwqGHc2pRrymMVk,m+ ptr,Personal Logs,TomElvis,Public,1753620551,"July 27, 2025 2:49 PM",10062820,3 hours,0,1,1,0,0,0,0,0
QX6YZyRpq8mHA9fG,Mythic+ Season 3,Send it,PoohXanny,Public,1753604305,"July 27, 2025 10:18 AM",31033360,9 hours,0,1,1,0,0,1,1,0
cVBAnv4CJ7ytrdZw,Mythic+ Season 3,Personal Logs,Voidmend,Public,1753601259,"July 27, 2025 9:27 AM",26825908,7 hours,0,1,1,0,0,0,1,0
3d1vX2qV74MFRnTB,Mythic+ Season 3,Personal Logs,Aumni,Public,1753599564,"July 27, 2025 8:59 AM",7459154,2 hours,0,1,0,0,0,0,1,0
zPqtj4Ca2ZrF3pLM,ELE ptr,Personal Logs,NESMO,Public,1753598141,"July 27, 2025 8:35 AM",6298843,2 hours,0,1,1,0,0,0,0,0
28RVkxBpD4yYba3G,7-23-2025 PTR 6,Personal Logs,Nice,Public,1753597347,"July 27, 2025 8:22 AM",3136872,an hour,0,1,0,0,0,0,0,0
RT7rvFjXqwgcVNLG,Mythic+ Season 3,Personal Logs,justlol,Public,1753589281,"July 27, 2025 6:08 AM",12699919,4 hours,0,1,0,0,0,1,1,0
wKWY9L4VpnvdFJyh,15 Eco,Personal Logs,Thorrack,Public,1753588352,"July 27, 2025 5:52 AM",3469921,an hour,0,1,0,0,0,0,0,0
3YBPXQjynxJw2b7A,Mythic+ Season 3,Personal Logs,Aumni,Public,1753585422,"July 27, 2025 5:03 AM",2741158,an hour,0,1,1,0,0,0,0,0
qzyG3KYf6819nWLT,Mythic+ Season 3,Personal Logs,Yechongyue,Public,1753584755,"July 27, 2025 4:52 AM",17942543,5 hours,0,1,1,0,0,1,1,0
pcYNBDjF7Qgrwb21,ELE ptr,Personal Logs,NESMO,Public,1753584203,"July 27, 2025 4:43 AM",5627149,2 hours,0,1,0,0,0,1,0,0
D9zmdWt42nM8VjPJ,Mythic+ Season 3,Personal Logs,dblev,Public,1753584158,"July 27, 2025 4:42 AM",1830861,31 minutes,0,1,0,0,0,0,0,0
7CJN6GXcyrZgh9fV,ELE ptr,Personal Logs,NESMO,Public,1753584085,"July 27, 2025 4:41 AM",1080196,18 minutes,0,1,0,0,0,0,0,0
DwpFf9kc7HvY16Ly,Mythic+ Season 3,Personal Logs,Sm0keo,Public,1753583311,"July 27, 2025 4:28 AM",7084949,2 hours,0,1,0,0,0,0,1,0
R1xwHX2drP8KGqpC,Mythic+ Season 3,Personal Logs,Voidmend,Public,1753582873,"July 27, 2025 4:21 AM",17650878,5 hours,0,1,1,0,0,1,1,0
6vzAPwmtpfkjn8DY,Mythic+ Season 3,Personal Logs,YoDaTV,Public,1753582378,"July 27, 2025 4:12 AM",29414680,8 hours,0,1,1,0,0,1,1,0
tFfVC1826YmxTck7,Mythic+ Season 3,Personal Logs,fyunxx,Public,1753580335,"July 27, 2025 3:38 AM",4798522,an hour,0,1,0,0,0,0,0,0
GFpXD23cHgxwZQqP,Mythic+ Season 3,Personal Logs,Stormkrait,Public,1753577432,"July 27, 2025 2:50 AM",4318206,an hour,0,1,0,0,0,0,0,0
bZ43Y1gBJn79PtMG,PTR KEY saturday,Personal Logs,Zorjeff,Public,1753573349,"July 27, 2025 1:42 AM",33135478,9 hours,0,1,1,0,0,1,1,0
4yVRtKFwB736mrGd,caca,Personal Logs,Wing2KFC,Public,1753572296,"July 27, 2025 1:24 AM",4864438,an hour,0,1,0,0,0,0,0,0
YLTjdqHgRDBmh8Nz,Mythic+ Season 3,Personal Logs,JayZonday,Public,1753571701,"July 27, 2025 1:15 AM",3763940,an hour,0,1,0,0,0,0,1,0
nD1pKCAhV9RgTY6k,testing aug vs dev,Personal Logs,Eldarill,Public,1753571195,"July 27, 2025 1:06 AM",8201660,2 hours,0,1,1,0,0,0,0,0
7kzvg8JVwPQCqHnB,14 Gambit,Personal Logs,Thorrack,Public,1753567829,"July 27, 2025 12:10 AM",9787741,3 hours,0,1,1,0,0,1,1,0
qn2kVNDZy84RxCWB,7-23-2025 PTR 5,Personal Logs,Nice,Public,1753567786,"July 27, 2025 12:09 AM",17244084,5 hours,0,1,0,0,0,1,1,0
dpWMZLXga3yw982t,Mythic+ Season 3,Personal Logs,Dillywow,Public,1753566249,"July 26, 2025 11:44 PM",9409690,3 hours,0,1,1,0,0,0,1,0
bhqLn8gGdY4p9kmC,Mythic+ Season 3,Personal Logs,Brucella,Public,1753566061,"July 26, 2025 11:41 PM",11872882,3 hours,0,1,1,0,0,1,0,0
QTVqzMh8DjLxXCJr,7-23-2025 PTR 4,Personal Logs,Nice,Public,1753565478,"July 26, 2025 11:31 PM",14958522,4 hours,0,1,0,0,0,0,1,0
WFd6ZLM8pbzYxGjV,14 Eco Ele is bananas,Personal Logs,Thorrack,Public,1753565462,"July 26, 2025 11:31 PM",7402721,2 hours,0,1,1,0,0,0,1,0
hK2FkPG7qBRyJgW1,ptr 26/07/2025 3,Personal Logs,Trinitehh,Public,1753563583,"July 26, 2025 10:59 PM",14559935,4 hours,0,1,1,0,0,0,0,0
2YqJ1Rmfw7xgANyn,Mythic+ Season 3,Personal Logs,Hwoarang,Public,1753563413,"July 26, 2025 10:56 PM",15527884,4 hours,0,1,1,0,0,0,0,0
9dQtXbFMPqACy3xD,7-23-2025 PTR 3,Personal Logs,Nice,Public,1753563225,"July 26, 2025 10:53 PM",12751863,4 hours,0,1,0,0,0,0,1,0
PC46xLa3tY1qFwG7,Mythic+ Season 3,Send it,PoohXanny,Public,1753562534,"July 26, 2025 10:42 PM",64556241,18 hours,0,1,1,0,0,1,0,0
k83TnDPG4yZ2wAV7,Mythic+ Season 3,Personal Logs,juticed,Public,1753561863,"July 26, 2025 10:31 PM",30148517,8 hours,0,1,1,0,0,1,0,0
WLVAKGnbrYtw8239,ptrptrptrptrptrptrptrptrptrptrptrptrptrptrptrptr,Personal Logs,corrisx3,Public,1753557826,"July 26, 2025 9:23 PM",6112486,2 hours,0,1,0,0,0,1,1,0
31xgC6DYVfwR98kT,Mythic+ Season 3,Personal Logs,elpres,Public,1753554837,"July 26, 2025 8:33 PM",1805880,30 minutes,0,1,0,0,0,0,0,0
ZQhYaJPt9x3w6kN7,m+,Personal Logs,TomElvis,Public,1753554705,"July 26, 2025 8:31 PM",12312413,3 hours,0,1,1,0,0,1,1,0
wmp9cMArqTtCVJj6,ptr 34,Reformed,grandmother_wow,Public,1753554356,"July 26, 2025 8:25 PM",4055122,an hour,0,1,0,0,0,1,0,0
WGBAKZj9z3h1T7LC,Mythic+ Season 3,Personal Logs,Jacqueas73,Public,1753552315,"July 26, 2025 7:51 PM",25315182,7 hours,0,1,1,0,0,0,0,0
d83R9ZKYVMbWBfhA,Mythic+ Season 3,Personal Logs,elpres,Public,1753550429,"July 26, 2025 7:20 PM",7236123,2 hours,0,1,1,0,0,0,0,0
Bck9LWJ2fMq4tD7x,Mythic+ Season 3,Personal Logs,Achtland44,Public,1753546380,"July 26, 2025 6:13 PM",11552595,3 hours,0,1,1,0,0,1,1,0
WVGNQ6ARhxKJprYw,Mythic+ Season 3,Personal Logs,healsforcash,Public,1753543612,"July 26, 2025 5:26 PM",24546667,7 hours,0,1,1,0,0,1,1,0
kFRjzH61fxmX9Mnp,frost is dead gg,Personal Logs,galeuwu,Public,1753543493,"July 26, 2025 5:24 PM",16693868,5 hours,0,1,0,0,0,0,0,0
CGYMH7ytZgv9NnAf,17yuan ding,Personal Logs,美团搜担担面,Public,1753541184,"July 26, 2025 4:46 PM",65938,a minute,0,1,0,0,0,0,0,0
cVr3fQwZxGpDAkBh,熊 16赎罪15宏图15天街16圆顶,Personal Logs,Windfire,Public,1753540593,"July 26, 2025 4:36 PM",9367208,3 hours,0,1,1,0,0,1,1,0
38cxqpLQAVYhB19y,Mythic+ Season 3,Personal Logs,KodyNM,Public,1753535358,"July 26, 2025 3:09 PM",18069277,5 hours,0,1,1,0,0,1,1,0
YJdymCk3vG8TR1fg,Mythic+ Season 3,Personal Logs,Korrigard,Public,1753534745,"July 26, 2025 2:59 PM",24266035,7 hours,0,1,1,0,0,0,0,0
xtbvGCm9W3adHfX7,Mythic+ Season 3,Personal Logs,SnoozeXD,Public,1753533912,"July 26, 2025 2:45 PM",3238745,an hour,0,1,0,0,0,0,0,0
YXCBMWPdD7qbvRwF,Mythic+ Season 3,Personal Logs,Karl666,Public,1753526696,"July 26, 2025 12:44 PM",20770331,6 hours,0,1,1,0,0,1,1,0
WQXcZ9pTzDCaFAqB,bug abuse yeeeeee yeeee,Personal Logs,CyclrinWoW,Public,1753523424,"July 26, 2025 11:50 AM",1787357,30 minutes,0,1,0,0,0,0,0,0
kfvVBPbD18rtCyM9,Mythic+ Season 3,Personal Logs,Jacqueas73,Public,1753520390,"July 26, 2025 10:59 AM",20823278,6 hours,0,1,0,0,0,1,1,0
TLX6VcxkFdPh8Gg4,"14 Gambino, this run was sick until everyone forgot they had eyes",Personal Logs,Thorrack,Public,1753518841,"July 26, 2025 10:34 AM",11594909,3 hours,0,1,0,0,0,1,1,0
wjAzYx3aVtn4LgWy,Mythic+ Season 3,Personal Logs,rowflo,Public,1753518259,"July 26, 2025 10:24 AM",5245170,an hour,0,1,1,0,0,0,1,0
yzDWZrYN219PGf6T,Mythic+ Season 3,Personal Logs,Borrunir,Public,1753515981,"July 26, 2025 9:46 AM",13503062,4 hours,0,1,1,0,0,1,1,0
