item_id,from,boss,gear_slot,gear_type,stats,DkBlood,DkFrost,DkUnholy,DhHavoc,DhVeng,DruidBoomie,DruidCat,DruidBear,DruidResto,EvokerDev,EvokerPres,EvokerAug,HunterBm,HunterMm,HunterSv,MageArcane,MageFire,MageFrost,MonkBrew,MonkMw,MonkWw,PaladinHoly,PaladinProt,PaladinRet,PriestDisc,PriestHoly,PriestShadow,RogueSin,RogueOutlaw,RogueSub,ShamanEle,ShamanEnh,ShamanResto,WarlockAff,WarlockDemo,WarlockDest,WarriorArms,WarriorFury,WarriorProt
221169,City of Threads,1 of 4,Feet,Leather,M>C,0%,0%,0%,50%,50%,33%,50%,50%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,33%,50%,0%,0%,0%,0%,0%,0%,50%,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%
159320,Siege of Boralus,2 of 4,Feet,Leather,V>C,0%,0%,0%,33%,33%,50%,33%,33%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,50%,33%,0%,0%,0%,0%,0%,0%,33%,33%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%
178731,Necrotic Wake,1 of 4,Feet,Leather,V>C,0%,0%,0%,50%,50%,50%,50%,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,50%,50%,0%,0%,0%,0%,0%,0%,50%,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%
221152,Ara-Kara,1 of 3,Feet,Mail,H>M,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,33%,33%,50%,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,50%,50%,0%,0%,0%,0%,0%,0%
56119,Grim Batol,2 of 4,Feet,Mail,V>M,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,10%,10%,9%,9%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,9%,10%,0%,0%,0%,0%,0%,0%
56448,Grim Batol,2 of 4,Feet,Mail,V>M,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,10%,10%,9%,9%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,9%,10%,0%,0%,0%,0%,0%,0%
133290,Grim Batol,2 of 4,Feet,Mail,M>H,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,10%,10%,9%,9%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,9%,10%,0%,0%,0%,0%,0%,0%
56123,Grim Batol,3 of 4,Feet,Mail,H>C,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,50%,50%,100%,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,100%,50%,0%,0%,0%,0%,0%,0%
159379,Siege of Boralus,2 of 4,Feet,Mail,M>H,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,50%,50%,33%,33%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,33%,50%,0%,0%,0%,0%,0%,0%
221202,Dawnbreaker,2 of 3,Feet,Mail,V>H,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,25%,25%,25%,25%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,25%,25%,0%,0%,0%,0%,0%,0%
221178,City of Threads,3 of 4,Feet,Plate,V>H,50%,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,33%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,50%,33%
221181,City of Threads,3 of 4,Neck,,,50%,50%,50%,50%,50%,33%,50%,50%,33%,33%,33%,33%,50%,50%,50%,33%,33%,33%,50%,33%,50%,25%,33%,50%,33%,33%,33%,50%,50%,50%,25%,50%,25%,33%,33%,33%,50%,50%,33%
221154,Ara-Kara,2 of 3,Back,,V>C,33%,33%,33%,33%,33%,50%,33%,33%,50%,50%,50%,50%,33%,33%,33%,50%,50%,50%,33%,50%,33%,50%,33%,33%,50%,50%,50%,33%,33%,33%,50%,33%,50%,50%,50%,50%,33%,33%,33%
157597,Grim Batol,2 of 4,Back,,M>C,11%,11%,11%,11%,11%,12%,11%,11%,12%,10%,10%,10%,9%,9%,9%,10%,10%,10%,11%,12%,11%,11%,11%,11%,10%,10%,10%,11%,11%,11%,10%,9%,10%,10%,10%,10%,11%,11%,11%
56126,Grim Batol,3 of 4,Back,,V>C,0%,0%,0%,0%,0%,100%,0%,0%,100%,50%,50%,50%,0%,0%,0%,50%,50%,50%,0%,100%,0%,50%,0%,0%,50%,50%,50%,0%,0%,0%,50%,0%,50%,50%,50%,50%,0%,0%,0%
133309,Grim Batol,4 of 4,Back,,V>C,5%,5%,5%,10%,10%,7%,10%,10%,7%,8%,8%,8%,11%,11%,11%,7%,7%,7%,10%,7%,10%,11%,5%,5%,7%,7%,7%,10%,10%,10%,8%,11%,8%,7%,7%,7%,5%,5%,5%
221088,Stonevault,3 of 4,Back,,M>H,33%,33%,33%,50%,50%,25%,50%,50%,25%,25%,25%,25%,50%,50%,50%,20%,20%,20%,50%,25%,50%,25%,33%,33%,20%,20%,20%,50%,50%,50%,25%,50%,25%,20%,20%,20%,33%,33%,33%
221189,City of Threads,4 of 4,Finger,,,33%,33%,33%,50%,50%,33%,50%,50%,33%,33%,33%,33%,50%,50%,50%,33%,33%,33%,50%,33%,50%,33%,50%,33%,33%,33%,33%,33%,50%,33%,33%,50%,33%,33%,33%,33%,33%,33%,50%
56114,Grim Batol,1 of 4,Finger,,M>C,25%,25%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,20%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,25%,20%
56444,Grim Batol,1 of 4,Finger,,M>C,25%,25%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,20%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,25%,20%
133286,Grim Batol,1 of 4,Finger,,M>C,25%,25%,25%,12%,12%,11%,12%,12%,11%,12%,12%,12%,14%,14%,14%,20%,20%,20%,12%,16%,12%,25%,20%,25%,20%,20%,20%,12%,12%,12%,11%,14%,11%,20%,20%,20%,25%,25%,20%
133307,Grim Batol,1 of 4,Finger,,H>C,0%,0%,0%,0%,0%,11%,0%,0%,11%,12%,12%,12%,0%,0%,0%,20%,20%,20%,0%,16%,0%,25%,0%,0%,20%,20%,20%,0%,0%,0%,11%,0%,11%,20%,20%,20%,0%,0%,0%
56120,Grim Batol,2 of 4,Finger,,H>C,0%,0%,0%,11%,11%,0%,11%,11%,0%,0%,0%,0%,9%,9%,9%,0%,0%,0%,11%,0%,11%,0%,0%,0%,0%,0%,0%,11%,11%,11%,0%,9%,0%,0%,0%,0%,0%,0%,0%
56445,Grim Batol,2 of 4,Finger,,H>C,0%,0%,0%,11%,11%,0%,11%,11%,0%,0%,0%,0%,9%,9%,9%,0%,0%,0%,11%,0%,11%,0%,0%,0%,0%,0%,0%,11%,11%,11%,0%,9%,0%,0%,0%,0%,0%,0%,0%
133287,Grim Batol,2 of 4,Finger,,V>C,11%,11%,11%,11%,11%,12%,11%,11%,12%,10%,10%,10%,9%,9%,9%,10%,10%,10%,11%,12%,11%,11%,11%,11%,10%,10%,10%,11%,11%,11%,10%,9%,10%,10%,10%,10%,11%,11%,11%
56129,Grim Batol,4 of 4,Finger,,H>C,5%,5%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%,5%,5%
56457,Grim Batol,4 of 4,Finger,,H>C,5%,5%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%,5%,5%
133299,Grim Batol,4 of 4,Finger,,H>M,5%,5%,5%,10%,10%,7%,10%,10%,7%,8%,8%,8%,11%,11%,11%,7%,7%,7%,10%,7%,10%,11%,5%,5%,7%,7%,7%,10%,10%,10%,8%,11%,8%,7%,7%,7%,5%,5%,5%
221136,Dawnbreaker,1 of 3,Finger,,,33%,33%,33%,50%,50%,33%,50%,50%,33%,50%,50%,50%,100%,100%,100%,33%,33%,33%,50%,33%,50%,33%,33%,33%,33%,33%,33%,50%,50%,50%,50%,100%,50%,33%,33%,33%,33%,33%,33%
221141,Dawnbreaker,2 of 3,Finger,,,50%,50%,50%,33%,33%,33%,25%,25%,33%,25%,25%,25%,25%,25%,20%,50%,50%,50%,25%,33%,25%,33%,50%,50%,50%,50%,50%,25%,33%,25%,25%,25%,25%,50%,50%,50%,50%,50%,50%
178736,Necrotic Wake,1 of 4,Finger,,H>V,50%,33%,50%,50%,50%,50%,50%,50%,50%,50%,50%,50%,33%,33%,50%,50%,50%,50%,50%,50%,50%,50%,33%,50%,50%,50%,50%,50%,50%,50%,50%,50%,50%,50%,50%,50%,50%,33%,33%
178711,Mists of Tirna,3 of 3,One-Hand,Axe,Str,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,33%
221165,Ara-Kara,3 of 3,One-Hand,Dagger,Int,0%,0%,0%,0%,0%,33%,0%,0%,33%,33%,33%,33%,0%,0%,0%,33%,33%,33%,0%,0%,0%,0%,0%,0%,33%,33%,33%,0%,0%,0%,33%,0%,33%,33%,33%,33%,0%,0%,0%
221171,City of Threads,2 of 4,One-Hand,Dagger,Int,0%,0%,0%,0%,0%,33%,0%,0%,33%,33%,33%,33%,0%,0%,0%,33%,33%,33%,0%,0%,0%,0%,0%,0%,33%,33%,33%,0%,0%,0%,33%,0%,33%,33%,33%,33%,0%,0%,0%
221183,City of Threads,4 of 4,One-Hand,Dagger,Agi,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%
56116,Grim Batol,1 of 4,One-Hand,Dagger,Int,0%,0%,0%,0%,0%,11%,0%,0%,11%,12%,12%,12%,0%,0%,0%,20%,20%,20%,0%,0%,0%,0%,0%,0%,20%,20%,20%,0%,0%,0%,11%,0%,11%,20%,20%,20%,0%,0%,0%
56441,Grim Batol,1 of 4,One-Hand,Dagger,Int,0%,0%,0%,0%,0%,11%,0%,0%,11%,12%,12%,12%,0%,0%,0%,20%,20%,20%,0%,0%,0%,0%,0%,0%,20%,20%,20%,0%,0%,0%,11%,0%,11%,20%,20%,20%,0%,0%,0%
133283,Grim Batol,1 of 4,One-Hand,Dagger,Int,0%,0%,0%,0%,0%,11%,0%,0%,11%,12%,12%,12%,0%,0%,0%,20%,20%,20%,0%,0%,0%,0%,0%,0%,20%,20%,20%,0%,0%,0%,11%,0%,11%,20%,20%,20%,0%,0%,0%
56127,Grim Batol,3 of 4,One-Hand,Dagger,Agi,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%
221138,Dawnbreaker,2 of 3,One-Hand,Dagger,Agi,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%
157613,Grim Batol,2 of 4,One-Hand,Fist Weapon,Int,0%,0%,0%,0%,0%,12%,0%,0%,12%,10%,10%,10%,0%,0%,0%,0%,0%,0%,0%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,0%,10%,0%,0%,0%,0%,0%,0%
221090,Stonevault,4 of 4,One-Hand,Fist Weapon,Agi,0%,0%,0%,33%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,0%,33%,0%,0%,0%,0%,0%,0%,0%,33%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%
56130,Grim Batol,4 of 4,One-Hand,Mace,Str,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%,5%
56459,Grim Batol,4 of 4,One-Hand,Mace,Str,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%,5%
133301,Grim Batol,4 of 4,One-Hand,Mace,Str,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%,5%
178709,Mists of Tirna,1 of 3,One-Hand,Mace,Int,0%,0%,0%,0%,0%,33%,0%,0%,33%,25%,25%,25%,0%,0%,0%,0%,0%,0%,0%,33%,0%,33%,0%,0%,25%,25%,25%,0%,0%,0%,25%,0%,25%,0%,0%,0%,0%,0%,0%
178730,Necrotic Wake,1 of 4,One-Hand,Mace,Str,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,33%
221150,Ara-Kara,1 of 3,One-Hand,Sword,Int,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,33%,33%,0%,0%,0%,50%,50%,50%,0%,33%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,50%,50%,0%,0%,0%
159649,Siege of Boralus,2 of 4,One-Hand,Sword,Str,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,33%
221091,Stonevault,4 of 4,One-Hand,Sword,Str,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,33%
221160,Ara-Kara,3 of 3,One-Hand,Warglaive,Agi,0%,0%,0%,33%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
159651,Siege of Boralus,4 of 4,One-Hand,Warglaive,Agi,0%,0%,0%,33%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
221084,Stonevault,2 of 4,One-Hand,Warglaive,Agi,0%,0%,0%,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
178713,Mists of Tirna,1 of 3,Two-Hand,Axe,Str,50%,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,50%,0%
56131,Grim Batol,4 of 4,Two-Hand,Mace,Str,5%,5%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%,5%,0%
56456,Grim Batol,4 of 4,Two-Hand,Mace,Str,5%,5%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%,5%,0%
133298,Grim Batol,4 of 4,Two-Hand,Mace,Str,5%,5%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%,5%,0%
221083,Stonevault,2 of 4,Two-Hand,Mace,Int,0%,0%,0%,0%,0%,50%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,50%,0%,0%,0%,0%,0%,0%
221184,City of Threads,4 of 4,Two-Hand,Polearm,Str,33%,33%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,33%,0%
221137,Dawnbreaker,2 of 3,Two-Hand,Polearm,Agi,0%,0%,0%,0%,0%,0%,25%,25%,0%,0%,0%,0%,0%,0%,20%,0%,0%,0%,25%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
221159,Ara-Kara,3 of 3,Two-Hand,Staff,Agi,0%,0%,0%,0%,0%,0%,33%,33%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,33%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
221166,City of Threads,1 of 4,Two-Hand,Staff,Int,0%,0%,0%,0%,0%,33%,0%,0%,33%,33%,33%,33%,0%,0%,0%,33%,33%,33%,0%,33%,0%,0%,0%,0%,33%,33%,33%,0%,0%,0%,33%,0%,33%,33%,33%,33%,0%,0%,0%
56137,Grim Batol,4 of 4,Two-Hand,Staff,Int,0%,0%,0%,0%,0%,7%,0%,0%,7%,8%,8%,8%,0%,0%,0%,7%,7%,7%,0%,7%,0%,0%,0%,0%,7%,7%,7%,0%,0%,0%,8%,0%,8%,7%,7%,7%,0%,0%,0%
56461,Grim Batol,4 of 4,Two-Hand,Staff,Int,0%,0%,0%,0%,0%,7%,0%,0%,7%,8%,8%,8%,0%,0%,0%,7%,7%,7%,0%,7%,0%,0%,0%,0%,7%,7%,7%,0%,0%,0%,8%,0%,8%,7%,7%,7%,0%,0%,0%
133303,Grim Batol,4 of 4,Two-Hand,Staff,Int,0%,0%,0%,0%,0%,7%,0%,0%,7%,8%,8%,8%,0%,0%,0%,7%,7%,7%,0%,7%,0%,0%,0%,0%,7%,7%,7%,0%,0%,0%,8%,0%,8%,7%,7%,7%,0%,0%,0%
178714,Mists of Tirna,3 of 3,Two-Hand,Staff,Int,0%,0%,0%,0%,0%,33%,0%,0%,33%,50%,50%,50%,0%,0%,0%,50%,50%,50%,0%,33%,0%,0%,0%,0%,50%,50%,50%,0%,0%,0%,33%,0%,33%,50%,50%,50%,0%,0%,0%
221085,Stonevault,3 of 4,Two-Hand,Staff,Int,0%,0%,0%,0%,0%,25%,0%,0%,25%,25%,25%,25%,0%,0%,0%,20%,20%,20%,0%,25%,0%,0%,0%,0%,20%,20%,20%,0%,0%,0%,25%,0%,25%,20%,20%,20%,0%,0%,0%
221089,Stonevault,4 of 4,Ranged,Crossbow,Agi,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
178735,Necrotic Wake,1 of 4,Ranged,Gun,Agi,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
56122,Grim Batol,2 of 4,Ranged,Wand,Int,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,10%,10%,0%,0%,0%,0%,0%,0%,10%,10%,10%,0%,0%,0%,0%,0%,0%,10%,10%,10%,0%,0%,0%
56446,Grim Batol,2 of 4,Ranged,Wand,Int,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,10%,10%,0%,0%,0%,0%,0%,0%,10%,10%,10%,0%,0%,0%,0%,0%,0%,10%,10%,10%,0%,0%,0%
133288,Grim Batol,2 of 4,Ranged,Wand,Int,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,10%,10%,0%,0%,0%,0%,0%,0%,10%,10%,10%,0%,0%,0%,0%,0%,0%,10%,10%,10%,0%,0%,0%
221172,City of Threads,2 of 4,Held In Off-hand,,Int,0%,0%,0%,0%,0%,33%,0%,0%,33%,33%,33%,33%,0%,0%,0%,33%,33%,33%,0%,50%,0%,50%,0%,0%,33%,33%,33%,0%,0%,0%,33%,0%,33%,33%,33%,33%,0%,0%,0%
221132,Dawnbreaker,1 of 3,Held In Off-hand,,Int,0%,0%,0%,0%,0%,33%,0%,0%,33%,50%,50%,50%,0%,0%,0%,33%,33%,33%,0%,33%,0%,33%,0%,0%,33%,33%,33%,0%,0%,0%,50%,0%,50%,33%,33%,33%,0%,0%,0%
221177,City of Threads,3 of 4,Off Hand,Shield,"Str,Int",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,33%,0%,0%,0%,0%,0%,0%,0%,25%,0%,25%,0%,0%,0%,0%,0%,33%
157612,Grim Batol,1 of 4,Off Hand,Shield,"Str,Int",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,20%,0%,0%,0%,0%,0%,0%,0%,11%,0%,11%,0%,0%,0%,0%,0%,20%
178712,Mists of Tirna,3 of 3,Off Hand,Shield,"Str,Int",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,33%,0%,0%,0%,0%,0%,0%,0%,33%,0%,33%,0%,0%,0%,0%,0%,33%
219314,Ara-Kara,1 of 3,Trinket,,,50%,50%,50%,50%,50%,50%,50%,50%,50%,33%,33%,33%,50%,50%,50%,50%,50%,50%,50%,33%,50%,33%,50%,50%,100%,100%,100%,50%,50%,50%,50%,50%,50%,50%,50%,50%,50%,50%,50%
219316,Ara-Kara,2 of 3,Trinket,,"Agi,Str",33%,33%,33%,33%,33%,0%,33%,33%,0%,0%,0%,0%,33%,33%,33%,0%,0%,0%,33%,0%,33%,0%,33%,33%,0%,0%,0%,33%,33%,33%,0%,33%,0%,0%,0%,0%,33%,33%,33%
219317,Ara-Kara,3 of 3,Trinket,,"Agi,Int",0%,0%,0%,33%,33%,33%,33%,33%,33%,33%,33%,33%,50%,50%,33%,33%,33%,33%,33%,50%,33%,50%,0%,0%,33%,33%,33%,50%,50%,50%,33%,50%,33%,33%,33%,33%,0%,0%,0%
219318,City of Threads,1 of 4,Trinket,,,50%,50%,50%,50%,50%,33%,50%,50%,33%,33%,33%,33%,50%,50%,50%,33%,33%,33%,50%,33%,50%,50%,50%,50%,33%,33%,33%,50%,50%,50%,33%,50%,33%,33%,33%,33%,50%,50%,50%
219319,City of Threads,2 of 4,Trinket,,Agi,0%,0%,0%,50%,50%,0%,50%,50%,0%,0%,0%,0%,50%,50%,50%,0%,0%,0%,50%,0%,50%,0%,0%,0%,0%,0%,0%,50%,50%,50%,0%,50%,0%,0%,0%,0%,0%,0%,0%
219320,City of Threads,3 of 4,Trinket,,Int,0%,0%,0%,0%,0%,33%,0%,0%,33%,33%,33%,33%,0%,0%,0%,33%,33%,33%,0%,33%,0%,25%,0%,0%,33%,33%,33%,0%,0%,0%,25%,0%,25%,33%,33%,33%,0%,0%,0%
219321,City of Threads,4 of 4,Trinket,,Int,0%,0%,0%,0%,0%,33%,0%,0%,33%,33%,33%,33%,0%,0%,0%,33%,33%,33%,0%,33%,0%,33%,0%,0%,33%,33%,33%,0%,0%,0%,33%,0%,33%,33%,33%,33%,0%,0%,0%
56115,Grim Batol,1 of 4,Trinket,,Agi,0%,0%,0%,12%,12%,0%,12%,12%,0%,0%,0%,0%,14%,14%,14%,0%,0%,0%,12%,0%,12%,0%,0%,0%,0%,0%,0%,12%,12%,12%,0%,14%,0%,0%,0%,0%,0%,0%,0%
56440,Grim Batol,1 of 4,Trinket,,Agi,0%,0%,0%,12%,12%,0%,12%,12%,0%,0%,0%,0%,14%,14%,14%,0%,0%,0%,12%,0%,12%,0%,0%,0%,0%,0%,0%,12%,12%,12%,0%,14%,0%,0%,0%,0%,0%,0%,0%
133282,Grim Batol,1 of 4,Trinket,,Agi,0%,0%,0%,12%,12%,0%,12%,12%,0%,0%,0%,0%,14%,14%,14%,0%,0%,0%,12%,0%,12%,0%,0%,0%,0%,0%,0%,12%,12%,12%,0%,14%,0%,0%,0%,0%,0%,0%,0%
56121,Grim Batol,2 of 4,Trinket,,,11%,11%,11%,11%,11%,12%,11%,11%,12%,10%,10%,10%,9%,9%,9%,10%,10%,10%,11%,12%,11%,11%,11%,11%,10%,10%,10%,11%,11%,11%,10%,9%,10%,10%,10%,10%,11%,11%,11%
56449,Grim Batol,2 of 4,Trinket,,,11%,11%,11%,11%,11%,12%,11%,11%,12%,10%,10%,10%,9%,9%,9%,10%,10%,10%,11%,12%,11%,11%,11%,11%,10%,10%,10%,11%,11%,11%,10%,9%,10%,10%,10%,10%,11%,11%,11%
133291,Grim Batol,2 of 4,Trinket,,,11%,11%,11%,11%,11%,12%,11%,11%,12%,10%,10%,10%,9%,9%,9%,10%,10%,10%,11%,12%,11%,11%,11%,11%,10%,10%,10%,11%,11%,11%,10%,9%,10%,10%,10%,10%,11%,11%,11%
133304,Grim Batol,2 of 4,Trinket,,,11%,11%,11%,11%,11%,12%,11%,11%,12%,10%,10%,10%,9%,9%,9%,10%,10%,10%,11%,12%,11%,11%,11%,11%,10%,10%,10%,11%,11%,11%,10%,9%,10%,10%,10%,10%,11%,11%,11%
56132,Grim Batol,4 of 4,Trinket,,Str,5%,5%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%,5%,5%
56136,Grim Batol,4 of 4,Trinket,,,5%,5%,5%,10%,10%,7%,10%,10%,7%,8%,8%,8%,11%,11%,11%,7%,7%,7%,10%,7%,10%,11%,5%,5%,7%,7%,7%,10%,10%,10%,8%,11%,8%,7%,7%,7%,5%,5%,5%
56138,Grim Batol,4 of 4,Trinket,,,5%,5%,5%,10%,10%,7%,10%,10%,7%,8%,8%,8%,11%,11%,11%,7%,7%,7%,10%,7%,10%,11%,5%,5%,7%,7%,7%,10%,10%,10%,8%,11%,8%,7%,7%,7%,5%,5%,5%
