Type,Dungeon,Boss,Week,stats,Dk,DkBlood,DkFrost,DkUnholy,DhHavoc,DhVeng,DruidBoomie,DruidCat,DruidBear,DruidResto,EvokerDev,EvokerPres,EvokerAug,HunterBm,HunterMm,HunterSv,MageArcane,MageFire,MageFrost,MonkBrew,MonkMw,MonkWw,PaladinHoly,PaladinProt,PaladinRet,PriestDisc,PriestHoly,PriestShadow,RogueSin,RogueOutlaw,RogueSub,ShamanEle,ShamanEnh,ShamanResto,WarlockAff,WarlockDemo,WarlockDest,WarriorArms,WarriorFury,WarriorProt,ID
,Stonevault,2nd,both,H>V,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221082
,Cinderbrew,Last,Hc,M>H,0%,,,,,,33%,,,33%,,,,,,,,,,,33%,,,,,,,,,,,,,,,,,,,,221071
,Priory,1st,Hc,H>M,0%,,,,,,,33%,33%,,,,,,,,,,,33%,,33%,,,,,,,,,,,,,,,,,,,221120
,City of Threads,1st,both,M>C,0%,,,,,,33%,,,33%,,,,,,,,,,,33%,,,,,,,,,,,,,,,,,,,,221169
,Darkflame Cleft,3rd,Hc,M>H,0%,,,,,,,,,,,25%,,,,,,,,,,,,,,,,,,,,33%,,25%,,,,,,,221106
,Rookery,1st,Hc,H>M,0%,,,,,,,,,,33%,,33%,,,,,,,,,,,,,,,,,,,33%,33%,,,,,,,,221035
,Ara-Kara,1st,both,H>M,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221152
,Dawnbreaker,2nd,both,V>H,0%,,,,,,,,,,,,,,,20%,,,,,,,,,,,,,,,,,,,,,,,,,221202
,Dawnbreaker,Last,both,C>H,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25%,,,,,,,,225586
,Cinderbrew,2nd,Hc,M>C,50%,,,,,,,,,,,,,,,,,,,,,,33%,,,,,,,,,,,,,,,,,,221061
,Priory,2nd,Hc,V>M,100%,50%,,,,,,,,,,,,,,,,,,,,,50%,50%,,,,,,,,,,,,,,,,50%,221123
,City of Threads,3rd,both,V>H,50%,,,,,,,,,,,,,,,,,,,,,,25%,33%,,,,,,,,,,,,,,,,33%,221178
"Neck (Dh, Hc)",5 available in Hc,,Hc,,,,,,,38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neck (Dk, Hc)",5 available in Hc,,Hc,,45%,38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neck (Druid, Hc)",5 available in Hc,,Hc,,,,,,,,,36%,34%,39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neck (Evoker, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neck (Hunter, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,34%,,,,,,,,,,,,,,,,,,,,,,,,,
"Neck (Mage, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neck (Monk, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,33%,,35%,,,,,,,,,,,,,,,,,,,
"Neck (Paladin, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,30%,33%,,,,,,,,,,,,,,,,,
"Neck (Priest, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,32%,32%,,,,,,,,,,,,,,
"Neck (Rogue, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45%,,,,,,,,,,,
"Neck (Shaman, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29%,,28%,,,,,,,
"Neck (Warlock, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neck (Warrior, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33%,
,Cinderbrew,2nd,Hc,H>M,50%,,,,,,,,,,,,,,,33%,,,,,,,33%,,,,,,,,,33%,,33%,,,,,,,221060
,Darkflame Cleft,2nd,Hc,C>V,50%,,,,,,33%,,,33%,,,,,,,,,,,33%,,33%,,,,,,,,,33%,,33%,,,,,,,221103
,City of Threads,3rd,both,V>C,50%,,,,,,,,,33%,,33%,,,,,,,,,33%,,25%,33%,,33%,33%,,,,,33%,,25%,,,,,,33%,221181
,Dawnbreaker,Last,both,C>H,25%,,,,,,,,,,,,,,,,,,,25%,,25%,,25%,25%,,,,,25%,,,25%,,,,,,,,212448
,Stonevault,1st,both,M>H,100%,50%,,,,50%,,50%,33%,,,,,,,,,,,33%,,50%,50%,33%,,,,,,,,33%,,33%,,,,,,33%,221077
"Back (Dh, Hc)",5 available in Hc,,Hc,,,,,,38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Back (Dk, Hc)",5 available in Hc,,Hc,,43%,40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Back (Druid, Hc)",5 available in Hc,,Hc,,,,,,,,36%,39%,,34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Back (Evoker, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Back (Hunter, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Back (Mage, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Back (Monk, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,33%,35%,,,,,,,,,,,,,,,,,,,
"Back (Paladin, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,34%,40%,,,,,,,,,,,,,,,,,
"Back (Priest, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,40%,40%,,,,,,,,,,,,,,
"Back (Rogue, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35%,,,,,,,,,,,
"Back (Shaman, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38%,40%,,,,,,,
"Back (Warlock, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Back (Warrior, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40%,
,Cinderbrew,1st,Hc,C>M,50%,33%,,,,33%,,,33%,,,,,,,,,,,25%,,33%,,33%,,,,,,33%,,,50%,,,,,,,33%,221054
,Darkflame Cleft,3rd,Hc,V>C,100%,,,,,,,,,33%,,25%,,,,,,,,,25%,,33%,,,33%,33%,,,,,33%,,25%,,,,,,,221109
,Ara-Kara,2nd,both,V>C,50%,33%,,,,33%,,,33%,,,,,,,,,,,33%,,,,33%,,,,,,,,,,,,,,,,33%,221154
,Dawnbreaker,Last,both,C>H,25%,,,,,,,,,,,,,,,,,,,25%,,25%,,25%,25%,,,,,25%,,,25%,,,,,,,,225574
,Stonevault,3rd,both,M>H,50%,,33%,33%,50%,,33%,50%,,33%,,,,,,,,,,,33%,50%,33%,,33%,,,,,,,33%,,33%,,,,33%,33%,,221088
"Ring (Dh, Hc)",7 available in Hc,,Hc,,,,,,48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ring (Dk, Hc)",7 available in Hc,,Hc,,51%,,39%,45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ring (Druid, Hc)",7 available in Hc,,Hc,,,,,,,,40%,48%,,40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ring (Evoker, Hc)",7 available in Hc,,Hc,,,,,,,,,,,,,39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ring (Hunter, Hc)",7 available in Hc,,Hc,,,,,,,,,,,,,,,,,51%,,,,,,,,,,,,,,,,,,,,,,,,,
"Ring (Mage, Hc)",7 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ring (Monk, Hc)",7 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,40%,46%,,,,,,,,,,,,,,,,,,,
"Ring (Paladin, Hc)",7 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,40%,,45%,,,,,,,,,,,,,,,,
"Ring (Priest, Hc)",7 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ring (Rogue, Hc)",7 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45%,,45%,,,,,,,,,,
"Ring (Shaman, Hc)",7 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40%,,39%,,,,,,,
"Ring (Warlock, Hc)",7 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ring (Warrior, Hc)",7 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45%,39%,,
,Cinderbrew,Last,Hc,M>C,50%,,33%,,,,33%,,,33%,,,,,,,,,,,33%,,33%,33%,,,,,,,,33%,,33%,,,,,33%,33%,221198
,Darkflame Cleft,1st,Hc,H>V,100%,,33%,50%,50%,,33%,50%,,50%,25%,,25%,,,,,,,,50%,50%,,,,,,33%,,,,25%,,,,,,,33%,,221099
,Priory,Last,Hc,M>V,33%,,,,,,,,,33%,,33%,,,,,,,,,,,33%,,33%,33%,33%,,,33%,,,33%,33%,,,,33%,33%,,221200
,Rookery,Last,Hc,C>M,33%,,25%,,,,,,,,,,,,,,,,,,,,,25%,,,,,25%,,25%,,,,,,,,25%,25%,221197
,City of Threads,Last,both,V>H,33%,,,,,,33%,,,33%,,,,,,,,,,,33%,,33%,,33%,,,,33%,,33%,33%,,33%,,,,33%,33%,,221189
,Dawnbreaker,1st,both,C>H,33%,,,,,,33%,,,33%,,,,,,,,,,,33%,,,,,,,,,,,50%,,50%,,,,,,,221136
,Dawnbreaker,2nd,both,V>M,50%,,,,,,,25%,25%,,,,,,,20%,,,,25%,,25%,33%,,,,,,25%,,25%,,,,,,,,,,221141
"Agi1hWeapon (Dh, Hc)",5 available in Hc,,Hc,,,,,,30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Agi1hWeapon (Monk, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,0%,28%,,,,,,,,,,,,,,,,,,,
"Agi1hWeapon (Rogue, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21%,,21%,,,,,,,,,,
"Agi1hWeapon (Shaman, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,
,Cinderbrew,1st,Hc,Agi,0%,,,,,,,,,,,,,,,,,,,25%,0%,,,,,,,,0%,,0%,0%,,0%,,,,,,,221051
,Darkflame Cleft,Last,Hc,Agi,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,221110
,Priory,Last,Hc,Agi,0%,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,0%,,0%,0%,,0%,,,,,,,221128
,Rookery,1st,Hc,Agi,0%,,,,33%,,,,,,,,,,,,,,,,0%,33%,,,,,,,0%,,0%,0%,,0%,,,,,,,221033
,Rookery,Last,Hc,Agi,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,221044
,Ara-Kara,Last,both,Agi,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221160
,City of Threads,Last,both,Agi,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,221183
,Dawnbreaker,2nd,both,Agi,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,221138
,Dawnbreaker,Last,both,Agi,0%,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,0%,,0%,0%,,0%,,,,,,,212398
,Dawnbreaker,Last,both,Agi,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212391
,Stonevault,2nd,both,Agi,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221084
,Stonevault,Last,both,Agi,0%,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,0%,,0%,0%,,0%,,,,,,,221090
"Str1hWeapon (Dk, Hc)",4 available in Hc,,Hc,,23%,0%,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Str1hWeapon (Paladin, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,,,,
"Str1hWeapon (Warrior, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,23%,,
,Cinderbrew,Last,Hc,Str,33%,0%,,0%,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,0%,,,221068
,Darkflame Cleft,1st,Hc,Str,33%,0%,,0%,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,0%,33%,,221096
,Rookery,Last,Hc,Str,25%,0%,,0%,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,0%,,,221046
,Stonevault,Last,both,Str,33%,0%,,0%,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,0%,,,221091
"Int1hWeapon (Monk, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,,,,,,,
"Int1hWeapon (Paladin, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,
"Int1hWeapon (Druid, Hc)",4 available in Hc,,Hc,,,,,,,,25%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Int1hWeapon (Mage, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Int1hWeapon (Priest, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25%,,,,,,,,,,,,,
"Int1hWeapon (Warlock, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Int1hWeapon (Shaman, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30%,0%,,,,,,,,
"Int1hWeapon (Evoker, Hc)",6 available in Hc,,Hc,,,,,,,,,,,,35%,,35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cinderbrew,3rd,Hc,Int,0%,,,,,,33%,0%,0%,,33%,,33%,,,,,,,,,,,,,,,33%,,,,33%,0%,,,,,,,,221062
,Darkflame Cleft,3rd,Hc,Int,0%,,,,,,,,,,,25%,,,,,,,,0%,,0%,,0%,0%,,,,,,,,0%,25%,,,,,,,221105
,Priory,2nd,Hc,Int,0%,,,,,,,0%,0%,,,,,,,,,,,0%,,0%,,0%,0%,,,,,,,,0%,,,,,,,,221122
,Ara-Kara,1st,both,Int,0%,,,,,,,,,,,,,,,,,,,0%,,0%,,0%,0%,,,,,,,,,,,,,,,,221150
,Ara-Kara,Last,both,Int,0%,,,,,,,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,221165
,City of Threads,2nd,both,Int,0%,,,,,,25%,0%,0%,,25%,,25%,,,,,,,,,,,,,,,25%,,,,25%,0%,,,,,,,,221171
"Agi2hWeapon (Druid, Hc)",5 available in Hc,,Hc,,,,,,,,0%,,28%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Agi2hWeapon (Hunter, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
"Agi2hWeapon (Monk, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,28%,0%,,,,,,,,,,,,,,,,,,,,
,Cinderbrew,2nd,Hc,Agi,0%,,,,,,0%,,,0%,,,,0%,0%,,,,,,0%,,,,,,,,,,,,,,,,,,,,221057
,Priory,1st,Hc,Agi,0%,,,,,,0%,,,0%,,,,0%,0%,,,,,,0%,,,,,,,,,,,,,,,,,,,,221116
,Ara-Kara,Last,both,Agi,0%,,,,,,0%,,,0%,,,,0%,0%,,,,,,0%,,,,,,,,,,,,,,,,,,,,221159
,Dawnbreaker,2nd,both,Agi,0%,,,,,,0%,,,0%,,,,0%,0%,,,,,,0%,,,,,,,,,,,,,,,,,,,,221137
,Stonevault,1st,both,Agi,0%,,,,,,0%,,33%,0%,,,,0%,0%,,,,,33%,0%,,,,,,,,,,,,,,,,,,,,221078
"Str2hWeapon (Dk, Hc)",5 available in Hc,,Hc,,32%,,29%,29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Str2hWeapon (Paladin, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,,
"Str2hWeapon (Warrior, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,
,Cinderbrew,3rd,Hc,Str,50%,,33%,33%,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,0%,221063
,Darkflame Cleft,Last,Hc,Str,33%,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,0%,221111
,Priory,Last,Hc,Str,33%,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,0%,221127
,Rookery,2nd,Hc,Str,33%,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,0%,221038
,City of Threads,Last,both,Str,33%,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,0%,221184
"Int2hWeapon (Paladin, Hc)",1 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,
"Int2hWeapon (Evoker, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,19%,,19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Int2hWeapon (Mage, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Int2hWeapon (Monk, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,,,,,,,
"Int2hWeapon (Priest, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17%,,,,,,,,,,,,,
"Int2hWeapon (Warlock, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Int2hWeapon (Druid, Hc)",4 available in Hc,,Hc,,,,,,,,27%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Int2hWeapon (Shaman, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,0%,,,,,,,,
,Rookery,1st,Hc,Int,0%,,,,,,33%,0%,0%,,33%,,33%,,,,,,,0%,,0%,,,,,,33%,,,,33%,0%,,,,,,,,221032
,City of Threads,1st,both,Int,0%,,,,,,,0%,0%,,,,,,,,,,,0%,,0%,,,,,,,,,,,0%,,,,,,,,221166
,Stonevault,2nd,both,Int,0%,,,,,,,0%,0%,,,,,,,,,,,,,,,0%,0%,,,,,,,,0%,,,,,,,,221083
,Stonevault,3rd,both,Int,0%,,,,,,,0%,0%,,,,,,,,,,,0%,,0%,,,,,,,,,,,0%,,,,,,,,221085
"Ranged (Hunter, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,
,Rookery,2nd,Hc,Agi,0%,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,221039
,Stonevault,1st,both,Agi,0%,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,221074
,Stonevault,Last,both,Agi,0%,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,221089
"Offhand (Druid, Hc)",4 available in Hc,,Hc,,,,,,,,23%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Offhand (Evoker, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,24%,,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Offhand (Mage, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Offhand (Monk, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,,,,,,,
"Offhand (Paladin, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,
"Offhand (Priest, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23%,,,,,,,,,,,,,
"Offhand (Shaman, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24%,0%,,,,,,,,
"Offhand (Warlock, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cinderbrew,2nd,Hc,Int,0%,,,,,,,0%,0%,,,,,,,,,,,0%,,0%,,0%,0%,,,,,,,,0%,,,,,,,,221056
,Darkflame Cleft,1st,Hc,Int,0%,,,,,,33%,0%,0%,,25%,,25%,,,,,,,0%,,0%,,0%,0%,,,33%,,,,25%,0%,,,,,,,,221097
,City of Threads,2nd,both,Int,0%,,,,,,25%,0%,0%,,25%,,25%,,,,,,,0%,,0%,,0%,0%,,,25%,,,,25%,0%,,,,,,,,221172
,Dawnbreaker,1st,both,Int,0%,,,,,,,0%,0%,,,,,,,,,,,0%,,0%,,0%,0%,,,,,,,,0%,,,,,,,,221132
"Shield (Paladin, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,24%,0%,,,,,,,,,,,,,,,,
"Shield (Shaman, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,23%,,,,,,,
"Shield (Warrior, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,
,Priory,1st,Hc,"Str,Int",0%,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,0%,,,,,0%,0%,,221117
,Rookery,2nd,Hc,"Str,Int",0%,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,0%,,,,,0%,0%,,221045
,City of Threads,3rd,both,"Str,Int",0%,,,,,,,,,,,,,,,,,,,,,,25%,,0%,,,,,,,,0%,25%,,,,0%,0%,,221177
,Stonevault,1st,both,"Str,Int",0%,,,,,,,,,,,,,,,,,,,,,,,33%,0%,,,,,,,,0%,,,,,0%,0%,,221073
"DpsTrinket (Dh, Hc)",5 available in Hc,,Hc,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DpsTrinket (Dk, Hc)",5 available in Hc,,Hc,,36%,0%,34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DpsTrinket (Druid, Hc)",5 available in Hc,,Hc,,,,,,,,28%,,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DpsTrinket (Evoker, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DpsTrinket (Hunter, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DpsTrinket (Mage, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DpsTrinket (Monk, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,,,,,
"DpsTrinket (Paladin, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,,
"DpsTrinket (Priest, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,
"DpsTrinket (Rogue, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39%,,,,,,,,,,,
"DpsTrinket (Shaman, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26%,,0%,,,,,,,
"DpsTrinket (Warlock, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DpsTrinket (Warrior, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34%,0%,
,Cinderbrew,3rd,Hc,"Dps,Agi,Str",33%,0%,,,,0%,33%,,0%,0%,,0%,,,,,,,,0%,0%,,0%,0%,,0%,0%,,,,,33%,,0%,,,,,,0%,219298
,Darkflame Cleft,1st,Hc,"Dps,Agi",50%,0%,33%,,,0%,33%,,0%,0%,,0%,,,,,,,,0%,0%,,0%,0%,,0%,0%,,,,,25%,,0%,,,,,33%,0%,219304
,Rookery,1st,Hc,"Dps,Agi",50%,0%,,,,0%,33%,,0%,0%,,0%,,,,,,,,0%,0%,,0%,0%,,0%,0%,,,33%,,,,0%,,,,,,0%,219294
,City of Threads,2nd,both,"Dps,Agi",50%,0%,,,,0%,25%,,0%,0%,,0%,,,,,,,,0%,0%,,0%,0%,,0%,0%,,,,,25%,,0%,,,,,,0%,219319
,Stonevault,3rd,both,"Dps,",33%,0%,,,,0%,33%,,0%,0%,,0%,,,,,,,,0%,0%,,0%,0%,,0%,0%,,,,,33%,,0%,,,,,,0%,219301
"HealTrinket (Druid, Hc)",4 available in Hc,,Hc,,,,,,,,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HealTrinket (Evoker, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HealTrinket (Monk, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,,,,,,,
"HealTrinket (Paladin, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,
"HealTrinket (Priest, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,
"HealTrinket (Shaman, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,
,Darkflame Cleft,3rd,Hc,"Heal,Int",0%,,,,,,0%,0%,0%,,0%,,0%,,,,,,,0%,,0%,,0%,0%,,,0%,,,,0%,0%,,,,,,,,219306
,Priory,Last,Hc,"Heal,Int",0%,,,,,,0%,0%,0%,,0%,,0%,,,,,,,0%,,0%,,0%,0%,,,0%,,,,0%,0%,,,,,,,,219310
