Type,Dungeon,Boss,Week,stats,Dk,DkBlood,DkFrost,DkUnholy,DhHavoc,DhVeng,DruidBoomie,DruidCat,DruidBear,DruidResto,EvokerDev,EvokerPres,EvokerAug,HunterBm,HunterMm,HunterSv,MageArcane,MageFire,MageFrost,MonkBrew,MonkMw,MonkWw,PaladinHoly,PaladinProt,PaladinRet,PriestDisc,PriestHoly,PriestShadow,RogueSin,RogueOutlaw,RogueSub,ShamanEle,ShamanEnh,ShamanResto,WarlockAff,WarlockDemo,WarlockDest,WarriorArms,WarriorFury,WarriorProt,ID
"Hands (Druid, Hc)",3 available in Hc,,Hc,,,,,,,,21%,27%,,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hands (Evoker, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hands (Hunter, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,30%,,,,,,,,,,,,,,,,,,,,,,,,,
"Hands (Mage, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hands (Monk, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,21%,24%,,,,,,,,,,,,,,,,,,,
"Hands (Paladin, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,21%,,21%,,,,,,,,,,,,,,,,
"Hands (Priest, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hands (Rogue, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24%,,,,,,,,,,,
"Hands (Shaman, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21%,,21%,,,,,,,
"Hands (Warlock, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hands (Warrior, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21%,21%,,
,Cinderbrew,3rd,Hc,H>M,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,33%,,,,,,,,,,,,,221067
,Darkflame Cleft,3rd,Hc,C>H,0%,,,,,,,,,,,,,,,,,,,,,,,,,33%,33%,,,,,,,,,,,,,,221108
,City of Threads,1st,both,C>V,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221170
,Mists of Tirna,2nd,m0,H>C,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178705
,Necrotic Wake,3rd,m0,M>C,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,,,,,,,,,,,,,178748
,Siege of Boralus,2nd,m0,C>M,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159237
,Darkflame Cleft,2nd,Hc,H>M,0%,,,,,,33%,,,33%,,,,,,,,,,,33%,,,,,,,,,,,,,,,,,,,,221102
,Rookery,1st,Hc,M>C,0%,,,,33%,,33%,50%,,50%,,,,,,,,,,,,33%,,,,,,,,33%,,,,,,,,,,,221036
,City of Threads,3rd,both,H>C,0%,,,,,,,,,33%,,,,,,,,,,,33%,,,,,,,,,,,,,,,,,,,,221180
,Siege of Boralus,1st,m0,H>M,0%,,,,,,,,,,,,,,,,,,,33%,,33%,,,,,,,,33%,,,,,,,,,,,159968
,Priory,1st,Hc,H>V,0%,,,,,,,,,,,,,,,33%,,,,,,,,,,,,,,,,33%,,33%,,,,,,,221119
,Ara-Kara,Last,both,V>H,0%,,,,,,,,,,,,,,,33%,,,,,,,,,,,,,,,,33%,,33%,,,,,,,221162
,Stonevault,2nd,both,V>C,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,,50%,,,,,,,221080
,Darkflame Cleft,Last,Hc,V>H,33%,,,,,,,,,,,,,,,,,,,,,,,,33%,,,,,,,,,,,,,33%,33%,,221112
,Ara-Kara,1st,both,H>V,50%,,,,,,,,,,,,,,,,,,,,,,33%,,,,,,,,,,,,,,,,,,221151
,Stonevault,3rd,both,H>C,50%,,33%,33%,,,,,,,,,,,,,,,,,,,33%,,33%,,,,,,,,,,,,,33%,33%,,221086
,Mists of Tirna,2nd,m0,M>C,33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178706
,Siege of Boralus,2nd,m0,C>M,50%,,33%,,,,,,,,,,,,,,,,,,,,,33%,,,,,,,,,,,,,,,33%,33%,159429
"Hands (Dh, m0)",2 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hands (Druid, m0)",2 available in m0,,m0,,,,,,,,,,,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hands (Evoker, m0)",2 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hands (Hunter, m0)",2 available in m0,,m0,,,,,,,,,,,,,,,,,25%,,,,,,,,,,,,,,,,,,,,,,,,,
"Hands (Monk, m0)",2 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hands (Rogue, m0)",2 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16%,,,,,,,,,,,
"Hands (Shaman, m0)",2 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16%,,16%,,,,,,,
"Hands (Dk, m0)",4 available in m0,,m0,,32%,,27%,29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hands (Mage, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hands (Paladin, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,27%,,,,,,,,,,,,,,,,,,
"Hands (Priest, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32%,,,,,,,,,,,,,
"Hands (Warlock, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hands (Warrior, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,,
"Waist (Dk, Hc)",3 available in Hc,,Hc,,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Waist (Evoker, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Waist (Hunter, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Waist (Mage, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Waist (Paladin, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Waist (Priest, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Waist (Shaman, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19%,,19%,,,,,,,
"Waist (Warlock, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Waist (Warrior, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Waist (Dh, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Waist (Druid, Hc)",4 available in Hc,,Hc,,,,,,,,27%,,,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Waist (Monk, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,23%,,,,,,,,,,,,,,,,,,,,
"Waist (Rogue, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31%,,,,,,,,,,,
,Priory,1st,Hc,M>C,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221121
,Ara-Kara,2nd,both,C>H,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221158
,Stonevault,3rd,both,V>M,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221087
,Siege of Boralus,1st,m0,H>M,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159965
,Cinderbrew,2nd,Hc,V>H,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221058
,Darkflame Cleft,3rd,Hc,C>M,0%,,,,,,,,,33%,,,,,,,,,,,25%,,,,,,,,,,,,,,,,,,,,221107
,Dawnbreaker,1st,both,C>M,0%,,,,,,33%,,,33%,,,,,,,,,,,33%,,,,,,,,,,,,,,,,,,,,221134
,Dawnbreaker,Last,both,H>C,0%,,,,,,,,,,,,,,,,,,,25%,,25%,,,,,,,,25%,,,,,,,,,,,225583
,Grim Batol,2nd,m0,H>C,0%,,,,,33%,,,33%,33%,,,,,,,,,,33%,33%,,,,,,,,,,,,,,,,,,,,133353
,Mists of Tirna,Last,m0,H>V,0%,,,,,,33%,,,33%,,,,,,,,,,,33%,,,,,,,,,,,,,,,,,,,,178699
,Siege of Boralus,2nd,m0,H>C,0%,,,,,,,33%,33%,,,,,,,,,,,33%,,33%,,,,,,,,,,,,,,,,,,,159309
,Darkflame Cleft,2nd,Hc,H>V,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33%,,33%,,,,,,,221101
,City of Threads,1st,both,H>M,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33%,,33%,,,,,,,221168
,Stonevault,1st,both,H>M,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33%,,33%,,,,,,,221075
,Mists of Tirna,1st,m0,V>M,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25%,,25%,,,,,,,178700
,Siege of Boralus,3rd,m0,H>C,0%,,,,,,,,,,33%,,33%,,,,,,,,,,,,,,,,,,,33%,33%,,,,,,,,159386
,Rookery,2nd,Hc,M>H,33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221040
,Dawnbreaker,1st,both,M>H,33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221133
,Stonevault,2nd,both,C>M,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221079
,Grim Batol,2nd,m0,H>C,50%,33%,,,,,,,,,,,,,,,,,,,,,33%,33%,,,,,,,,,,,,,,,,33%,133289
,Necrotic Wake,1st,m0,M>V,50%,,33%,,,,,,,,,,,,,,,,,,,,,33%,,,,,,,,,,,,,,,33%,33%,178734
,Siege of Boralus,2nd,m0,C>V,50%,,33%,,,,,,,,,,,,,,,,,,,,,33%,,,,,,,,,,,,,,,33%,33%,159434
"Waist (Mage, m0)",3 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Waist (Priest, m0)",3 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Waist (Warlock, m0)",3 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Waist (Evoker, m0)",4 available in m0,,m0,,,,,,,,,,,,25%,,25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Waist (Hunter, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Waist (Shaman, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23%,,25%,,,,,,,
"Waist (Dh, m0)",5 available in m0,,m0,,,,,,,33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Waist (Dk, m0)",5 available in m0,,m0,,39%,36%,34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Waist (Druid, m0)",5 available in m0,,m0,,,,,,,,34%,,34%,32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Waist (Monk, m0)",5 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,33%,32%,,,,,,,,,,,,,,,,,,,,
"Waist (Paladin, m0)",5 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,36%,32%,,,,,,,,,,,,,,,,,
"Waist (Rogue, m0)",5 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35%,,,,,,,,,,,
"Waist (Warrior, m0)",5 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34%,32%,
"Legs (Dh, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Legs (Dk, Hc)",3 available in Hc,,Hc,,42%,,24%,27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Legs (Druid, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Legs (Evoker, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Legs (Hunter, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Legs (Mage, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Legs (Monk, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,24%,,,,,,,,,,,,,,,,,,,,
"Legs (Paladin, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,35%,,27%,,,,,,,,,,,,,,,,
"Legs (Priest, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Legs (Rogue, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24%,,24%,,,,,,,,,,
"Legs (Shaman, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21%,,21%,,,,,,,
"Legs (Warlock, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Legs (Warrior, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,24%,,
,Rookery,Last,Hc,H>C,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221050
,Ara-Kara,Last,both,H>C,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221164
,Stonevault,1st,both,M>C,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221076
,Grim Batol,2nd,m0,H>M,0%,,,,,,,,,,,,,,,,,,,,,,,,,33%,33%,,,,,,,,,,,,,,133308
,Siege of Boralus,2nd,m0,V>H,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159250
,Darkflame Cleft,Last,Hc,H>C,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,33%,,33%,,,,,,,,,,221114
,Rookery,2nd,Hc,V>C,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221042
,Ara-Kara,1st,both,M>C,0%,,,,,,,,,,,,,,,,,,,,33%,,,,,,,,,,,,,,,,,,,,221153
,Grim Batol,3rd,m0,H>C,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,25%,,25%,,,,,,,,,,133354
,Siege of Boralus,3rd,m0,C>H,0%,,,,33%,,33%,33%,,,,,,,,,,,,,,33%,,,,,,,,,,,,,,,,,,,159322
,Cinderbrew,3rd,Hc,C>H,0%,,,,,,,,,,33%,,33%,,,,,,,,,,,,,,,,,,,33%,,,,,,,,,221065
,Priory,Last,Hc,C>V,0%,,,,,,,,,,,33%,,,,,,,,,,,,,,,,,,,,,33%,33%,,,,,,,221129
,City of Threads,Last,both,H>V,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33%,,33%,,,,,,,221186
,Necrotic Wake,Last,m0,V>H,0%,,,,,,,,,,,33%,,,,,,,,,,,,,,,,,,,,,,33%,,,,,,,178778
,Siege of Boralus,1st,m0,V>M,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33%,,,,,,,,159969
,Rookery,1st,Hc,H>V,100%,,50%,50%,,,,,,,,,,,,,,,,,,,,,50%,,,,,,,,,,,,,50%,50%,,221034
,City of Threads,2nd,both,M>H,100%,,50%,50%,,,,,,,,,,,,,,,,,,,50%,,50%,,,,,,,,,,,,,50%,50%,,221173
,Stonevault,Last,both,M>C,50%,,33%,,,,,,,,,,,,,,,,,,,,,33%,,,,,,,,,,,,,,,33%,33%,221092
,Mists of Tirna,Last,m0,M>H,100%,,50%,,,,,,,,,,,,,,,,,,,,50%,33%,,,,,,,,,,,,,,,50%,33%,178701
,Necrotic Wake,2nd,m0,C>M,100%,,,,,,,,,,,,,,,,,,,,,,50%,,,,,,,,,,,,,,,,,,178739
,Siege of Boralus,1st,m0,M>V,33%,,,,,,,,,,,,,,,,,,,,,,,,33%,,,,,,,,,,,,,33%,33%,,159427
"Legs (Dh, m0)",3 available in m0,,m0,,,,,,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Legs (Druid, m0)",3 available in m0,,m0,,,,,,,,21%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Legs (Evoker, m0)",3 available in m0,,m0,,,,,,,,,,,,,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Legs (Hunter, m0)",3 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Legs (Monk, m0)",3 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,21%,21%,,,,,,,,,,,,,,,,,,,
"Legs (Rogue, m0)",3 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20%,,20%,,,,,,,,,,
"Legs (Shaman, m0)",3 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21%,,,,,,,
"Legs (Mage, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Legs (Priest, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,29%,29%,,,,,,,,,,,,,,
"Legs (Warlock, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Legs (Dk, m0)",5 available in m0,,m0,,57%,,43%,52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Legs (Paladin, m0)",5 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,41%,50%,,,,,,,,,,,,,,,,,
"Legs (Warrior, m0)",5 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43%,50%,
"Feet (Mage, Hc)",2 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feet (Priest, Hc)",2 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feet (Warlock, Hc)",2 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feet (Dh, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feet (Dk, Hc)",3 available in Hc,,Hc,,35%,27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feet (Druid, Hc)",3 available in Hc,,Hc,,,,,,,,21%,,,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feet (Monk, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,21%,,,,,,,,,,,,,,,,,,,,
"Feet (Paladin, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,20%,24%,,,,,,,,,,,,,,,,,
"Feet (Rogue, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feet (Warrior, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24%,
"Feet (Evoker, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,28%,,28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feet (Hunter, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feet (Shaman, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30%,,,,,,,,,
,Rookery,2nd,Hc,C>H,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221043
,Stonevault,2nd,both,H>V,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221082
,Siege of Boralus,1st,m0,V>C,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159251
,Cinderbrew,Last,Hc,M>H,0%,,,,,,33%,,,33%,,,,,,,,,,,33%,,,,,,,,,,,,,,,,,,,,221071
,Priory,1st,Hc,H>M,0%,,,,,,,33%,33%,,,,,,,,,,,33%,,33%,,,,,,,,,,,,,,,,,,,221120
,City of Threads,1st,both,M>C,0%,,,,,,33%,,,33%,,,,,,,,,,,33%,,,,,,,,,,,,,,,,,,,,221169
,Necrotic Wake,1st,m0,V>C,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178731
,Siege of Boralus,2nd,m0,V>C,0%,,,,,,,33%,33%,,,,,,,,,,,33%,,33%,,,,,,,,,,,,,,,,,,,159320
,Darkflame Cleft,3rd,Hc,M>H,0%,,,,,,,,,,,25%,,,,,,,,,,,,,,,,,,,,33%,,25%,,,,,,,221106
,Rookery,1st,Hc,H>M,0%,,,,,,,,,,33%,,33%,,,,,,,,,,,,,,,,,,,33%,33%,,,,,,,,221035
,Ara-Kara,1st,both,H>M,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221152
,Dawnbreaker,2nd,both,V>H,0%,,,,,,,,,,,,,,,20%,,,,,,,,,,,,,,,,,,,,,,,,,221202
,Dawnbreaker,Last,both,C>H,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25%,,,,,,,,225586
,Grim Batol,2nd,m0,M>H,0%,,,,,,,,,,,33%,,,,,,,,,,,,,,,,,,,,,,33%,,,,,,,133290
,Grim Batol,3rd,m0,H>C,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133293
,Necrotic Wake,3rd,m0,V>C,0%,,,,,,,,,,50%,,50%,,,,,,,,,,,,,,,,,,,33%,,,,,,,,,178745
,Siege of Boralus,2nd,m0,M>H,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33%,,,,,,,,159379
,Cinderbrew,2nd,Hc,M>C,50%,,,,,,,,,,,,,,,,,,,,,,33%,,,,,,,,,,,,,,,,,,221061
,Priory,2nd,Hc,V>M,100%,50%,,,,,,,,,,,,,,,,,,,,,50%,50%,,,,,,,,,,,,,,,,50%,221123
,City of Threads,3rd,both,V>H,50%,,,,,,,,,,,,,,,,,,,,,,25%,33%,,,,,,,,,,,,,,,,33%,221178
,Siege of Boralus,3rd,m0,H>C,33%,,25%,25%,,,,,,,,,,,,,,,,,,,,,25%,,,,,,,,,,,,,25%,25%,,159428
"Feet (Dk, m0)",2 available in m0,,m0,,16%,,15%,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feet (Mage, m0)",2 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feet (Paladin, m0)",2 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,15%,,15%,,,,,,,,,,,,,,,,
"Feet (Priest, m0)",2 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feet (Warlock, m0)",2 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feet (Warrior, m0)",2 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15%,15%,,
"Feet (Dh, m0)",3 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feet (Druid, m0)",3 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feet (Monk, m0)",3 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feet (Rogue, m0)",3 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feet (Evoker, m0)",7 available in m0,,m0,,,,,,,,,,,,44%,,44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feet (Hunter, m0)",7 available in m0,,m0,,,,,,,,,,,,,,,,,43%,,,,,,,,,,,,,,,,,,,,,,,,,
"Feet (Shaman, m0)",7 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43%,,,,,,,,
"Neck (Dh, Hc)",5 available in Hc,,Hc,,,,,,,38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neck (Dk, Hc)",5 available in Hc,,Hc,,45%,38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neck (Druid, Hc)",5 available in Hc,,Hc,,,,,,,,,36%,34%,39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neck (Evoker, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neck (Hunter, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,34%,,,,,,,,,,,,,,,,,,,,,,,,,
"Neck (Mage, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neck (Monk, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,33%,,35%,,,,,,,,,,,,,,,,,,,
"Neck (Paladin, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,30%,33%,,,,,,,,,,,,,,,,,
"Neck (Priest, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,32%,32%,,,,,,,,,,,,,,
"Neck (Rogue, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45%,,,,,,,,,,,
"Neck (Shaman, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29%,,28%,,,,,,,
"Neck (Warlock, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neck (Warrior, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33%,
